Month,Group,Commodity,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-01,Food Group,1.Rice,M.T,577541,88902,319052,752179,133859,477521
2025-01,Food Group,A) Basmati,M.T,70696,21674,77782,80388,25055,89381
2025-01,Food Group,B) Others,M.T,506845,67228,241270,671791,108804,388140
2025-01,Food Group,2.Fish & Fish Preparations,M.T,15305,8436,30277,16707,8504,30336
2025-01,Food Group,3.Fruits,M.T,97172,11548,41442,140486,11127,39692
2025-01,Food Group,4.Vegetables,M.T,141359,9495,34076,144138,20416,72830
2025-01,Food Group,5.Leguminous Vegetables (Pulses),M.T,0,0,0,101,25,89
2025-01,Food Group,6.Tobacco,M.T,2783,3085,11071,3086,3254,11607
2025-01,Food Group,7.Wheat,M.T,0,0,0,0,0,0
2025-01,Food Group,8.Spices,M.T,2530,2315,8307,3084,2727,9729
2025-01,Food Group,"9.Oil Seeds, Nuts And Kernals",M.T,15634,4710,16902,7458,3264,11645
2025-01,Food Group,10.Sugar,M.T,124793,17927,64338,0,0,0
2025-01,Food Group,11.Meat And Meat Preparations,M.T,10498,12717,45638,10438,13152,46919
2025-01,Food Group,12.All Other Food Items,-,-,22994,82520,-,24057,85820
2025-01,Textile Group,13.Raw Cotton,M.T,0,0,0,1334,656,2340
2025-01,Textile Group,14.Cotton Yarn,M.T,24695,18139,65099,31806,22789,81295
2025-01,Textile Group,15.Cotton Cloth,M.T,31599,45995,165067,31190,44773,159719
2025-01,Textile Group,16.Cotton Carded Or Combed,M.T,0,0,0,5,2,7
2025-01,Textile Group,17.Yarn Other Than Cotton Yarn,M.T,1109,817,2933,660,588,2096
2025-01,Textile Group,18.Knitwear,TH.DOZ,24253,130493,468314,19041,102331,365050
2025-01,Textile Group,19.Bed Wear,M.T,46897,80442,288691,41567,70662,252076
2025-01,Textile Group,20.Towels,M.T,22534,28413,101970,19975,26930,96070
2025-01,Textile Group,"21.Tents,Canvas & Tarpulin",M.T,5384,4675,16778,3147,2612,9317
2025-01,Textile Group,22.Readymade Garments,TH.DOZ,7014,110618,396985,6717,93462,333411
2025-01,Textile Group,"23.Art,Silk & Synthetic Textile",M.T,7988,10384,37265,7345,9107,32486
2025-01,Textile Group,24.Madeup Articles(Excl.Towels & Bedwear.,-,-,20749,74463,-,17358,61923
2025-01,Textile Group,25.Other Textile Materials,-,-,19043,68343,-,16681,59506
2025-01,Petroleum  & Coal Group,26.Petroleum Crude,M.T,0,0,0,0,0,0
2025-01,Petroleum  & Coal Group,27.Petroleum Products(Excl Top Naphta),M.T,119659,15552,55815,163979,19362,69069
2025-01,Petroleum  & Coal Group,28.Petroleum Top Naphta,M.T,17444,3220,11557,0,0,0
2025-01,Petroleum  & Coal Group,29.Solid Fuels (Coal),M.T,0,0,0,0,0,0
2025-01,Other Manufactures Group,"30.Carpets, Rugs & Mats",TH.SQM,169,951,3414,105,889,3172
2025-01,Other Manufactures Group,31.Sports Goods,-,,8736,31351,-,8605,30696
2025-01,Other Manufactures Group,A) Footballs,TH.DOZ,285,4840,17372,346,5447,19433
2025-01,Other Manufactures Group,B) Gloves,TH.DOZ,74,1542,5535,53,1094,3902
2025-01,Other Manufactures Group,C) Others,-,-,2353,8444,-,2064,7361
2025-01,Other Manufactures Group,32.Leather Tanned,M.T,670,3146,11292,543,2749,9805
2025-01,Other Manufactures Group,33.Leather Manufactures,-,-,13804,49541,,12963,46245
2025-01,Other Manufactures Group,A) Leather Garments,TH.DOZ,138,5666,20334,191,6234,22240
2025-01,Other Manufactures Group,B) Leather Gloves,TH.DOZ,880,7815,28045,785,6379,22758
2025-01,Other Manufactures Group,C) Other Leather Manufactures,-,-,324,1162,,350,1247
2025-01,Other Manufactures Group,34.Footwear,TH.Pairs,2878,5211,18701,2525,4934,17601
2025-01,Other Manufactures Group,A) Leather Footwear,TH.Pairs,1058,3930,14106,1014,3764,13429
2025-01,Other Manufactures Group,B) Canvas Footwear,TH.Pairs,7,30,109,9,52,185
2025-01,Other Manufactures Group,C) Other Footwear,TH.Pairs,1813,1250,4486,1502,1118,3987
2025-01,Other Manufactures Group,35.Surgical Goods & Medical Instruments,-,-,11187,40149,,10562,37678
2025-01,Other Manufactures Group,36.Cutlery,-,-,1493,5357,,1303,4650
2025-01,Other Manufactures Group,37.Onyx Manufactured,M.T,87,78,281,124,113,405
2025-01,Other Manufactures Group,38.Chemicals And Pharm.Products,-,,37887,135968,,27512,98144
2025-01,Other Manufactures Group,A) Fertilizer Manufactured,M.T,0,0,0,0,0,0
2025-01,Other Manufactures Group,B) Plastic Materials,M.T,31621,10055,36085,35429,10171,36283
2025-01,Other Manufactures Group,C) Pharmaceutical Products,M.T,13770,15300,54908,4094,5930,21153
2025-01,Other Manufactures Group,D) Other Chemicals,-,-,12532,44975,-,11411,40708
2025-01,Other Manufactures Group,39.Engineering Goods,-,-,8204,29441,-,7088,25284
2025-01,Other Manufactures Group,A) Electric Fans,TH.NOS,112,702,2520,150,704,2511
2025-01,Other Manufactures Group,B) Transport Equipment,-,-,526,1887,-,88,312
2025-01,Other Manufactures Group,C) Other Electrical Machinery,-,-,1066,3825,-,658,2349
2025-01,Other Manufactures Group,D) Machinery Specialized For,,,,,,,
2025-01,Particular Industries Group,E) Auto Parts & Accessories,-,-,639,2292,-,663,2364
2025-01,Particular Industries Group,F) Rubber Tyres & Tubes,TH.NOS,1421,2639,9473,1042,1670,5957
2025-01,Particular Industries Group,G) Other Machinery,-,-,1725,6190,-,2251,8032
2025-01,Particular Industries Group,40.Gems,K.G,180,361,1296,97,214,763
2025-01,Particular Industries Group,41.Jewellary,-,-,162,583,-,108,385
2025-01,Particular Industries Group,42.Furniture,TH.NOS,67,148,531,150,224,799
2025-01,Particular Industries Group,43.Molasses,M.T,7819,286,1026,18405,898,3202
2025-01,Particular Industries Group,44.Handicrafts,-,-,0,0,-,0,0
2025-01,Particular Industries Group,45.Cement,M.T,581574,5745,20619,390572,4129,14728
2025-01,Particular Industries Group,46.Guar And Guar Products,M.T,1685,851,3055,2704,1190,4244
Month,Group,Commodity,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-02,Food Group,1.Rice,M.T,514082,80709,288963,609463,112248,402062
2025-02,Food Group,A) Basmati,M.T,83254,24682,88368,73067,23047,82553
2025-02,Food Group,B) Others,M.T,430828,56027,200595,536396,89201,319510
2025-02,Food Group,2.Fish & Fish Preparations,M.T,15895,8747,31315,17716,8996,32222
2025-02,Food Group,3.Fruits,M.T,57791,7429,26597,133110,9883,35400
2025-02,Food Group,4.Vegetables,M.T,268135,17398,62289,171599,21038,75358
2025-02,Food Group,5.Leguminous Vegetables (Pulses),M.T,0,0,0,0,0,0
2025-02,Food Group,6.Tobacco,M.T,6072,6240,22343,1107,1154,4132
2025-02,Food Group,7.Wheat,M.T,0,0,0,0,0,0
2025-02,Food Group,8.Spices,M.T,1711,1630,5838,3339,3131,11213
2025-02,Food Group,"9.Oil Seeds, Nuts And Kernals",M.T,18982,5150,18439,3412,1442,5164
2025-02,Food Group,10.Sugar,M.T,180,25,90,0,0,0
2025-02,Food Group,11.Meat And Meat Preparations,M.T,9725,12331,44148,10386,12579,45058
2025-02,Food Group,12.All Other Food Items,-,-,16753,59981,-,25393,90955
2025-02,Textile Group,13.Raw Cotton,M.T,101,71,255,0,0,0
2025-02,Textile Group,14.Cotton Yarn,M.T,19679,14363,51424,30057,21911,78482
2025-02,Textile Group,15.Cotton Cloth,M.T,28503,41548,148757,34535,48438,173500
2025-02,Textile Group,16.Cotton Carded Or Combed,M.T,0,0,0,40,16,59
2025-02,Textile Group,17.Yarn Other Than Cotton Yarn,M.T,966,774,2772,1179,716,2566
2025-02,Textile Group,18.Knitwear,TH.DOZ,20642,102098,365545,22988,93795,335963
2025-02,Textile Group,19.Bed Wear,M.T,41275,69716,249607,41649,68071,243823
2025-02,Textile Group,20.Towels,M.T,20536,27195,97367,19969,26394,94542
2025-02,Textile Group,"21.Tents,Canvas & Tarpulin",M.T,2364,2190,7842,2079,1905,6823
2025-02,Textile Group,22.Readymade Garments,TH.DOZ,6555,91934,329152,6653,85709,306999
2025-02,Textile Group,"23.Art,Silk & Synthetic Textile",M.T,7417,9504,34027,7736,9392,33639
2025-02,Textile Group,24.Madeup Articles(Excl.Towels & Bedwear,-,-,17590,62977,-,17346,62133
2025-02,Textile Group,25.Other Textile Materials,-,-,17746,63537,-,19145,68577
2025-02,Petroleum  & Coal Group,26.Petroleum Crude,M.T,0,0,0,0,0,0
2025-02,Petroleum  & Coal Group,27.Petroleum Products(Excl Top Naphta),M.T,39845,5340,19118,62,11,40
2025-02,Petroleum  & Coal Group,28.Petroleum Top Naphta,M.T,0,0,0,0,0,0
2025-02,Petroleum  & Coal Group,29.Solid Fuels (Coal),M.T,0,0,0,0,0,0
2025-02,Other Manufactures Group,"30.Carpets, Rugs & Mats",TH.SQM,271,1275,4565,296,1484,5317
2025-02,Other Manufactures Group,31.Sports Goods,-,-,8712,31191,-,8803,31532
2025-02,Other Manufactures Group,A) Footballs,TH.DOZ,306,5104,18274,368,5655,20254
2025-02,Other Manufactures Group,B) Gloves,TH.DOZ,73,1462,5235,81,1271,4551
2025-02,Other Manufactures Group,C) Others,-,-,2146,7682,-,1878,6727
2025-02,Other Manufactures Group,32.Leather Tanned,M.T,655,3035,10868,780,3097,11094
2025-02,Other Manufactures Group,33.Leather Manufactures,-,-,12177,43599,,11603,41559
2025-02,Other Manufactures Group,A) Leather Garments,TH.DOZ,122,4679,16754,139,5194,18606
2025-02,Other Manufactures Group,B) Leather Gloves,TH.DOZ,800,7158,25629,723,6180,22135
2025-02,Other Manufactures Group,C) Other Leather Manufactures,-,-,340,1216,-,228,818
2025-02,Other Manufactures Group,34.Footwear,TH.Pairs,2521,4743,16981,1951,4249,15220
2025-02,Other Manufactures Group,A) Leather Footwear,TH.Pairs,937,3439,12313,849,3238,11598
2025-02,Other Manufactures Group,B) Canvas Footwear,TH.Pairs,7,37,133,7,32,113
2025-02,Other Manufactures Group,C) Other Footwear,TH.Pairs,1577,1267,4535,1095,979,3508
2025-02,Other Manufactures Group,35.Surgical Goods & Medical Instruments,-,-,10091,36130,-,8328,29832
2025-02,Other Manufactures Group,36.Cutlery,-,-,1377,4931,-,1442,5167
2025-02,Other Manufactures Group,37.Onyx Manufactured,M.T,124,108,388,104,119,426
2025-02,Other Manufactures Group,38.Chemicals And Pharm.Products,-,-,34417,123225,-,32569,116660
2025-02,Other Manufactures Group,A) Fertilizer Manufactured,M.T,0,0,0,0,0,0
2025-02,Other Manufactures Group,B) Plastic Materials,M.T,23176,7475,26762,36219,11347,40645
2025-02,Other Manufactures Group,C) Pharmaceutical Products,M.T,5780,7760,27784,5296,8271,29625
2025-02,Other Manufactures Group,D) Other Chemicals,-,-,19182,68679,-,12951,46390
2025-02,Other Manufactures Group,39.Engineering Goods,-,-,7139,25558,-,9330,33418
2025-02,Other Manufactures Group,A) Electric Fans,TH.NOS,101,698,2499,181,835,2990
2025-02,Other Manufactures Group,B) Transport Equipment,-,-,678,2429,-,631,2261
2025-02,Other Manufactures Group,C) Other Electrical Machinery,-,-,1308,4682,-,831,2976
2025-02,Other Manufactures Group,D) Machinery Specialized For,,,,,,,
2025-02,Particular Industries Group,E) Auto Parts & Accessories,-,-,443,1588,-,557,1994
2025-02,Particular Industries Group,F) Rubber Tyres & Tubes,TH.NOS,746,1535,5495,1302,2004,7178
2025-02,Particular Industries Group,G) Other Machinery,-,-,1717,6149,-,1852,6632
2025-02,Particular Industries Group,40.Gems,K.G,18,48,170,123,283,1014
2025-02,Particular Industries Group,41.Jewellary,-,-,101,361,-,94,335
2025-02,Particular Industries Group,42.Furniture,TH.NOS,209,183,654,131,182,652
2025-02,Particular Industries Group,43.Molasses,M.T,1464,41,146,13655,703,2520
2025-02,Particular Industries Group,44.Handicrafts,-,-,4,15,-,0,0
2025-02,Particular Industries Group,45.Cement,M.T,588173,5578,19972,349534,3698,13247
2025-02,Particular Industries Group,46.Guar And Guar Products,M.T,1415,720,2577,3668,1501,5376
Month,Group,Commodity,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-03,Food Group,1.Rice,M.T,512676,76837,274335,624300,115217,413403
2025-03,Food Group,A) Basmati,M.T,75994,21567,77002,72922,23118,82948
2025-03,Food Group,B) Others,M.T,436683,55270,197333,551378,92099,330455
2025-03,Food Group,2.Fish & Fish Preparations,M.T,25730,16614,59317,18709,10294,36936
2025-03,Food Group,3.Fruits,M.T,34438,4348,15525,66691,5471,19629
2025-03,Food Group,4.Vegetables,M.T,257569,14849,53018,192884,17044,61156
2025-03,Food Group,5.Leguminous Vegetables (Pulses),M.T,0,0,0,72,18,66
2025-03,Food Group,6.Tobacco,M.T,4456,5461,19499,382,256,919
2025-03,Food Group,7.Wheat,M.T,0,0,0,0,0,0
2025-03,Food Group,8.Spices,M.T,2445,2582,9218,2549,2477,8889
2025-03,Food Group,"9.Oil Seeds, Nuts And Kernals",M.T,14669,4865,17368,4715,1716,6158
2025-03,Food Group,10.Sugar,M.T,0,0,0,0,0,0
2025-03,Food Group,11.Meat And Meat Preparations,M.T,11695,14697,52473,13205,15381,55186
2025-03,Food Group,12.All Other Food Items,-,-,21125,75424,-,24803,88993
2025-03,Textile Group,13.Raw Cotton,M.T,0,0,0,175,93,334
2025-03,Textile Group,14.Cotton Yarn,M.T,21688,15888,56727,15185,12124,43501
2025-03,Textile Group,15.Cotton Cloth,M.T,27247,40898,146019,31498,45426,162989
2025-03,Textile Group,16.Cotton Carded Or Combed,M.T,0,0,0,56,27,98
2025-03,Textile Group,17.Yarn Other Than Cotton Yarn,M.T,745,648,2315,832,666,2389
2025-03,Textile Group,18.Knitwear,TH.DOZ,24781,108096,385942,21578,93849,336733
2025-03,Textile Group,19.Bed Wear,M.T,42211,71633,255757,37167,59994,215259
2025-03,Textile Group,20.Towels,M.T,18073,25039,89398,19989,25935,93054
2025-03,Textile Group,"21.Tents,Canvas & Tarpulin",M.T,2655,2732,9754,3096,3144,11280
2025-03,Textile Group,22.Readymade Garments,TH.DOZ,6421,89987,321287,6325,80052,287228
2025-03,Textile Group,"23.Art,Silk & Synthetic Textile",M.T,6973,9269,33093,7075,8444,30298
2025-03,Textile Group,24.Madeup Articles(Excl.Towels & Bedwear.,-,-,18161,64842,-,16372,58742
2025-03,Textile Group,25.Other Textile Materials,-,-,18159,64834,-,16272,58383
2025-03,Petroleum  & Coal Group,26.Petroleum Crude,M.T,0,0,0,0,0,0
2025-03,Petroleum  & Coal Group,27.Petroleum Products(Excl Top Naphta),M.T,131535,17024,60782,4464,458,1642
2025-03,Petroleum  & Coal Group,28.Petroleum Top Naphta,M.T,9206,2004,7156,19258,4040,14497
2025-03,Petroleum  & Coal Group,29.Solid Fuels (Coal),M.T,0,0,0,0,0,0
2025-03,Other Manufactures Group,"30.Carpets, Rugs & Mats",TH.SQM,257,1143,4081,221,1022,3668
2025-03,Other Manufactures Group,31.Sports Goods,-,-,9188,32805,-,9870,35415
2025-03,Other Manufactures Group,A) Footballs,TH.DOZ,344,5696,20335,450,6780,24327
2025-03,Other Manufactures Group,B) Gloves,TH.DOZ,70,1340,4784,54,1057,3794
2025-03,Other Manufactures Group,C) Others,-,-,2153,7686,-,2033,7294
2025-03,Other Manufactures Group,32.Leather Tanned,M.T,833,3522,12575,978,3453,12389
2025-03,Other Manufactures Group,33.Leather Manufactures,-,,12594,44963,-,10700,38392
2025-03,Other Manufactures Group,A) Leather Garments,TH.DOZ,143,4635,16550,127,3960,14209
2025-03,Other Manufactures Group,B) Leather Gloves,TH.DOZ,890,7578,27056,737,6419,23031
2025-03,Other Manufactures Group,C) Other Leather Manufactures,-,-,380,1357,-,321,1152
2025-03,Other Manufactures Group,34.Footwear,TH.Pairs,1534,3617,12913,2193,3735,13401
2025-03,Other Manufactures Group,A) Leather Footwear,TH.Pairs,756,2795,9979,604,2379,8537
2025-03,Other Manufactures Group,B) Canvas Footwear,TH.Pairs,3,17,60,20,87,311
2025-03,Other Manufactures Group,C) Other Footwear,TH.Pairs,775,805,2874,1569,1269,4553
2025-03,Other Manufactures Group,35.Surgical Goods & Medical Instruments,-,-,10697,38193,-,11205,40202
2025-03,Other Manufactures Group,36.Cutlery,-,-,1287,4595,-,1592,5713
2025-03,Other Manufactures Group,37.Onyx Manufactured,M.T,111,117,417,114,96,345
2025-03,Other Manufactures Group,38.Chemicals And Pharm.Products,-,,37194,132795,-,37416,134250
2025-03,Other Manufactures Group,A) Fertilizer Manufactured,M.T,0,0,0,0,0,0
2025-03,Other Manufactures Group,B) Plastic Materials,M.T,39301,11718,41836,33723,10118,36302
2025-03,Other Manufactures Group,C) Pharmaceutical Products,M.T,8018,10033,35821,10835,10612,38077
2025-03,Other Manufactures Group,D) Other Chemicals,-,-,15443,55138,-,16686,59871
2025-03,Other Manufactures Group,39.Engineering Goods,-,-,10738,38337,-,9142,32804
2025-03,Other Manufactures Group,A) Electric Fans,TH.NOS,198,1252,4470,249,1089,3908
2025-03,Other Manufactures Group,B) Transport Equipment,-,-,1208,4313,-,710,2547
2025-03,Other Manufactures Group,C) Other Electrical Machinery,-,-,1243,4440,-,1728,6200
2025-03,Other Manufactures Group,D) Machinery Specialized For,,,,,,,
2025-03,Particular Industries Group,E) Auto Parts & Accessories,-,-,551,1967,-,614,2204
2025-03,Particular Industries Group,F) Rubber Tyres & Tubes,TH.NOS,2228,2729,9742,1760,2299,8248
2025-03,Particular Industries Group,G) Other Machinery,-,-,2586,9233,-,1825,6549
2025-03,Particular Industries Group,40.Gems,K.G,28,51,181,34,77,277
2025-03,Particular Industries Group,41.Jewellary,-,-,276,986,-,268,962
2025-03,Particular Industries Group,42.Furniture,TH.NOS,69,115,411,107,150,540
2025-03,Particular Industries Group,43.Molasses,M.T,9183,340,1215,51610,2630,9438
2025-03,Particular Industries Group,44.Handicrafts,-,-,0,0,-,0,0
2025-03,Particular Industries Group,45.Cement,M.T,627552,6163,22004,391957,4340,15572
2025-03,Particular Industries Group,46.Guar And Guar Products,M.T,1106,541,1933,2466,1102,3953
Month,Group,Commodity,Unit,Quantity_2025,Rupees_2025,Dollar_2025,Quantity_2024,Rupees_2024,Dollars_2024
2025-04,Food Group,1.Rice, M.T,407329.4842004545,57910.19600455858,206296,529847,97815.88726599999,351675.468
2025-04,Food Group,A) Basmati, M.T,43895.037527,12840.07908969269,45741,66903,21378.195805,76860.593
2025-04,Food Group,B) Others, M.T,363434.4466734545,45070.11691486589,160555,462944,76437.691461,274814.875
2025-04,Food Group,2.Fish & Fish Preparations, M.T,20358.499470000002,13470.049375913704,47985,20571.211,12123.042677,43585.749
2025-04,Food Group,3.Fruits, M.T,16227.577308,1713.1666539864993,6103,23471.794,2319.520939,8339.339
2025-04,Food Group,4.Vegetables, M.T,198875.30581285682,11404.293419208203,40626,126257.898,9097.321291,32707.414
2025-04,Food Group,5.Leguminous Vegetables  (Pulses), M.T,0,0,0,0,0,0
2025-04,Food Group,6.Tobacco, M.T,1892.172,1988.4203852943997,7083,270.875,220.226456,791.777
2025-04,Food Group,7.Wheat, M.T,0,0,0,0,0,0
2025-04,Food Group,8.Spices, M.T,1876.3221360000002,1880.795208919401,6700,1995.97,1891.705812,6801.206
2025-04,Food Group,"9.Oil Seeds, Nuts And Kernals", M.T,4867.7081292,1803.3920309617006,6424,4072.142,1491.065274,5360.798
2025-04,Food Group,10.Sugar, M.T,0,0,0,0,0,0
